A04,010-000-030-096,633790237584761703,27.05.2009 14:22:38:477,4.2565999031066895,2.2136478424072266,-0.06320997327566147,walking
A04,010-000-024-033,633790237585032002,27.05.2009 14:22:38:503,4.5521416664123535,2.2466323375701904,0.3187423348426819,walking
A04,020-000-033-111,633790237585302295,27.05.2009 14:22:38:530,4.322803020477295,2.0319504737854004,1.3631136417388916,walking
A04,020-000-032-221,633790237585572594,27.05.2009 14:22:38:557,4.320700168609618,1.9885112047195437,0.9470003247261048,walking
A04,010-000-030-096,633790237585842884,27.05.2009 14:22:38:583,4.258777141571045,2.2191944122314453,-0.08189943432807922,walking
A04,020-000-033-111,633790237586383468,27.05.2009 14:22:38:640,4.359482288360597,2.109590768814087,1.3950271606445312,walking
A04,020-000-032-221,633790237586653766,27.05.2009 14:22:38:667,4.330554485321045,2.0456488132476807,0.941369652748108,walking
A04,010-000-024-033,633790237587194355,27.05.2009 14:22:38:720,4.359549045562743,1.9152752161026,0.4516764283180237,walking
A04,020-000-033-111,633790237587464651,27.05.2009 14:22:38:747,4.293271064758302,2.075317144393921,1.3453948497772217,walking
A04,020-000-032-221,633790237587734941,27.05.2009 14:22:38:773,3.3456456661224365,1.5800650119781494,0.9439613819122314,walking
A04,010-000-030-096,633790237588005238,27.05.2009 14:22:38:800,4.2365455627441415,2.228799819946289,-0.05492953956127167,walking
A04,020-000-033-111,633790237588545827,27.05.2009 14:22:38:853,4.298447132110597,2.1332437992095947,1.3232710361480713,walking
A04,020-000-032-221,633790237588816123,27.05.2009 14:22:38:880,0.021059926599264145,3.40195369720459,2.6002888679504395,walking
A04,010-000-030-096,633790237589086415,27.05.2009 14:22:38:910,4.3763675689697275,2.1392219066619877,0.4256963133811951,walking
A04,010-000-024-033,633790237589356707,27.05.2009 14:22:38:937,3.8926944732666016,2.1097776889801025,0.4716902375221253,walking
A04,020-000-033-111,633790237589627000,27.05.2009 14:22:38:963,4.275803089141847,2.1027181148529053,1.360055446624756,walking
A04,020-000-032-221,633790237589897291,27.05.2009 14:22:38:990,4.2577409744262695,1.9102085828781128,0.985610842704773,walking
A04,010-000-030-096,633790237590167587,27.05.2009 14:22:39:017,4.057799339294434,2.0933640003204346,0.11749208718538286,walking
A04,010-000-030-096,633790237591248755,27.05.2009 14:22:39:123,4.155947685241698,2.301358222961426,-0.02226146869361401,walking
A04,010-000-024-033,633790237591519054,27.05.2009 14:22:39:153,4.177971363067627,2.0023789405822754,0.6455914974212646,walking
